"platform","hospital","x","est","lo","hi"
"Versius","BE",134,193.199064905863,180.913957470275,205.714700754954
"Versius","BE",135,193.16850654799,180.756847331421,205.972895313082
"Versius","BE",136,193.13335361411,180.458175599864,206.032232471005
"Versius","BE",137,193.09316153622,180.44080519581,206.02160069072
"Versius","BE",138,193.04747126671,180.393237531196,206.185755152816
"Versius","BE",139,192.995811282291,180.179919693593,206.454892504269
"Versius","BE",140,192.937699686813,179.930005825113,206.755671156053
"Versius","BE",141,192.872646402707,179.574801136103,207.02173470859
"Versius","BE",142,192.800155440124,179.154133872133,207.388041860933
"Versius","BE",143,192.719727232213,178.767612575157,207.694568069747
"Versius","BE",144,192.630861024442,178.449237017185,207.887700829758
"Versius","BE",145,192.533057305336,177.897140668131,208.257250629761
"Versius","BE",146,192.42582026558,177.732780562148,208.399637775442
"Versius","BE",147,192.308660272052,177.40213914262,208.574755451988
"Versius","BE",148,192.181096343075,177.062452786846,208.664820430422
"Versius","BE",149,192.042658610933,176.671705539934,208.809690197253
"Versius","BE",150,191.892890757614,176.377028794029,208.957113524115
"Versius","BE",151,191.731352409688,175.990576512349,209.118923754843
"Versius","BE",152,191.557621478293,175.688542583443,209.143497792567
"Versius","BE",153,191.371296430392,175.470101586385,209.107121019003
"Versius","BE",154,191.171998477707,175.285274524388,209.025236458393
"Versius","BE",155,190.959373670116,175.03759132755,208.753700302119
"Versius","BE",156,190.733094880782,174.819501786875,208.508641750459
"Versius","BE",157,190.492863670837,174.672630153113,208.343271829216
"Versius","BE",158,190.238412022116,174.428333437999,208.237322389847
"Versius","BE",159,189.969503927211,174.118405727178,207.932009654386
"Versius","BE",160,189.685936826942,173.748740146085,207.652616742645
"Versius","BE",161,189.387542886271,173.437974343979,207.478496377429
"Versius","BE",162,189.074190100713,173.121317197013,207.231615981927
"Versius","BE",163,188.745783226298,172.853036834129,206.474372444718
"Versius","BE",164,188.402264527327,172.507980686152,206.04833007562
"Versius","BE",165,188.043614337252,172.357247132992,205.664151190964
"Versius","BE",166,187.669851429241,172.135206306315,205.244272333244
"Versius","BE",167,187.281033194167,171.973243320143,204.615078052768
"Versius","BE",168,186.877255624992,171.761376048602,203.948926675614
"Versius","BE",169,186.458653107698,171.70098988091,203.52875583853
"Versius","BE",170,186.025398020119,171.460955679956,202.831086944808
"Versius","BE",171,185.577700141184,171.24430059795,202.164831004571
"Versius","BE",172,185.115805874166,171.007671129565,201.643180949717
"Versius","BE",173,184.639997288645,171.053636353426,200.697732470923
"Versius","BE",174,184.150590986822,170.864705389891,200.178162786895
"Versius","BE",175,183.647936800801,170.480784295232,199.087105910165
"Versius","BE",176,183.132416328263,170.214674495131,198.546586734655
"Versius","BE",177,182.604441314709,169.726363797174,197.560435550709
"Versius","BE",178,182.064451891132,169.534016206485,196.592723153978
"Versius","BE",179,181.512914676495,169.273849521868,195.687872053948
"Versius","BE",180,180.950320754884,169.039439631426,194.985451605257
