"platform","hospital","x","est","lo","hi"
"da Vinci","SM",125,149.366951668586,138.989423007509,160.188805664055
"da Vinci","SM",126,148.31439647312,137.92517059649,159.155528605813
"da Vinci","SM",127,147.305201359355,136.929958912655,157.954037637556
"da Vinci","SM",128,146.345125150497,135.849917780052,157.189627542915
"da Vinci","SM",129,145.439508677892,135.081362285387,156.272734434315
"da Vinci","SM",130,144.593258946555,134.241554218571,155.477295603648
"da Vinci","SM",131,143.810836871294,133.367503835393,154.769209249635
"da Vinci","SM",132,143.096248092491,132.650519244295,154.183821585805
"da Vinci","SM",133,142.453036367677,131.980416734993,153.676479258019
"da Vinci","SM",134,141.884279039494,131.43790035125,153.285046730535
"da Vinci","SM",135,141.392584101184,130.929515556088,152.859016438372
"da Vinci","SM",136,140.980088416111,130.557795003731,152.541476967478
"da Vinci","SM",137,140.648456696337,130.106711145343,152.277421085561
"da Vinci","SM",138,140.398880905456,129.683608905415,151.931256501696
"da Vinci","SM",139,140.232079820826,129.408838874131,151.720800379469
"da Vinci","SM",140,140.148298568455,129.236145159926,151.605365046483
"da Vinci","SM",141,140.14730802807,128.986100371328,151.741808839531
"da Vinci","SM",142,140.228404094649,129.123539970306,151.936079998278
"da Vinci","SM",143,140.390406873832,129.317480975555,151.855992391241
"da Vinci","SM",144,140.631659980162,129.721430967345,152.242224256719
"da Vinci","SM",145,140.950030196888,130.304621674995,152.537437537244
"da Vinci","SM",146,141.342907841709,130.744556537413,153.027422449204
"da Vinci","SM",147,141.807208261916,131.306697300147,153.525574589473
"da Vinci","SM",148,142.339374952254,131.916667049738,153.974302276447
"da Vinci","SM",149,142.935384846635,132.605552734976,154.56071611032
"da Vinci","SM",150,143.590756377848,133.241462889504,154.817306505579
"da Vinci","SM",151,144.300560924608,134.024171994815,155.437020530976
"da Vinci","SM",152,145.059438270016,134.780381446822,156.005966533136
"da Vinci","SM",153,145.861616677124,135.771523396896,156.822620917237
"da Vinci","SM",154,146.700938143737,136.686057161297,157.64915662797
"da Vinci","SM",155,147.570889328213,137.762204501519,158.419529841033
"da Vinci","SM",156,148.464638540069,138.481338301648,159.452033931401
"da Vinci","SM",157,149.375079063783,139.504362690199,160.279056788615
"da Vinci","SM",158,150.294878932629,140.282868362781,161.190470358327
"da Vinci","SM",159,151.216537094158,141.293739084912,162.142415833905
"da Vinci","SM",160,152.132445713994,142.212337165008,163.257956235843
"da Vinci","SM",161,153.034958155141,143.119204587584,164.204317275749
"da Vinci","SM",162,153.916461952575,143.794720765316,165.370558770031
"da Vinci","SM",163,154.769455885154,144.445270906502,166.424086718469
"da Vinci","SM",164,155.586630037433,144.96195728824,167.342026235798
"da Vinci","SM",165,156.360947551777,145.43333943746,168.338576630674
"da Vinci","SM",166,157.085726605602,146.106165273565,169.416879493478
"da Vinci","SM",167,157.754721018219,146.62369049654,170.341894091908
"da Vinci","SM",168,158.36219780464,147.133834506093,171.052208218119
"da Vinci","SM",169,158.903009956246,147.400039829065,171.738641937719
"da Vinci","SM",170,159.372662744914,147.754865039808,172.251499477515
"da Vinci","SM",171,159.767371920366,147.974610549782,172.864583014288
"da Vinci","SM",172,160.084112299719,148.172348747606,173.093572504158
"da Vinci","SM",173,160.320655430475,148.261732748374,173.189721589448
"da Vinci","SM",174,160.475595237688,148.374009619765,173.265414783602
"da Vinci","SM",175,160.5483608345,148.525685138436,173.28133812805
"da Vinci","SM",176,160.539215972401,148.619542277478,173.213442755314
"da Vinci","SM",177,160.44924492131,148.862926132107,172.80222246136
"da Vinci","SM",178,160.280324887111,148.713305626932,172.544406660132
"da Vinci","SM",179,160.035085382366,148.712235622035,172.343162937491
"da Vinci","SM",180,159.716855251866,148.57135879165,171.958751827686
"da Vinci","SM",181,159.329598306936,148.305052329387,171.59504085536
"da Vinci","SM",182,158.877838731275,148.133196747306,170.940144619011
"da Vinci","SM",183,158.366577579077,147.512709091156,170.540808078398
"da Vinci","SM",184,157.801201788438,146.746547907916,170.15278649729
"da Vinci","SM",185,157.187387177735,145.73765931188,169.96001148435
"da Vinci","SM",186,156.53099688043,144.414345638985,169.952721771264
"da Vinci","SM",187,155.837976608371,143.262632590671,170.070242961549
"da Vinci","SM",188,155.114248021037,141.829847171221,170.124685029174
"da Vinci","SM",189,154.365601326355,140.326433682656,170.39881582949
"da Vinci","SM",190,153.597588057441,138.838337623074,170.561001932903
"da Vinci","SM",191,152.815414769706,137.090862641017,170.879952109736
"da Vinci","SM",192,152.023838195761,135.198171104443,171.095171040383
"da Vinci","SM",193,151.227062193431,133.490997712042,171.605458345447
"da Vinci","SM",194,150.428636636856,131.684580254958,171.826485964083
"da Vinci","SM",195,149.631358243774,130.112344219114,172.538536535985
"da Vinci","SM",196,148.83717321535,128.390235506321,172.809546337099
"da Vinci","BE",1,186.277502070532,177.216377749999,196.263314606965
"da Vinci","BE",2,186.117737457821,177.12068237708,196.00997724556
"da Vinci","BE",3,185.958109870721,177.025038116025,195.762202001284
"da Vinci","BE",4,185.798619191677,176.929444013342,195.534414985806
"da Vinci","BE",5,185.639265303223,176.833898730133,195.306894863326
"da Vinci","BE",6,185.480048087974,176.738400595218,195.065170284648
"da Vinci","BE",7,185.320967428632,176.642947656989,194.788961702375
"da Vinci","BE",8,185.162023207979,176.539544517004,194.553126754159
"da Vinci","BE",9,185.003215308883,176.422761185744,194.317534529452
"da Vinci","BE",10,184.844543614293,176.333039450492,194.082236864179
"da Vinci","BE",11,184.686008007237,176.24472725983,193.847235069762
"da Vinci","BE",12,184.527608370827,176.176720780478,193.61253044747
"da Vinci","BE",13,184.369344588253,176.117794046202,193.378124256229
"da Vinci","BE",14,184.211216542786,176.058932733419,193.144017682498
"da Vinci","BE",15,184.053224117775,176.000154913621,192.904735642851
"da Vinci","BE",16,183.895367196648,175.919720865669,192.662603522655
"da Vinci","BE",17,183.73764566291,175.823873702466,192.411272818314
"da Vinci","BE",18,183.580059400144,175.728092606886,192.149465193651
"da Vinci","BE",19,183.42260829201,175.632378677908,191.923677349762
"da Vinci","BE",20,183.265292222243,175.536732992124,191.666689736732
"da Vinci","BE",21,183.108111074656,175.441328411049,191.455164442072
"da Vinci","BE",22,182.951064733137,175.346108125366,191.21556584044
"da Vinci","BE",23,182.794153081647,175.250957223661,190.975297405584
"da Vinci","BE",24,182.637376004224,175.154576674713,190.734895782516
"da Vinci","BE",25,182.480733384981,175.059563569667,190.495352311318
"da Vinci","BE",26,182.324225108103,174.964680165175,190.255847874479
"da Vinci","BE",27,182.167851057852,174.869935151958,190.017150227688
"da Vinci","BE",28,182.011611118562,174.787841244697,189.779178640256
"da Vinci","BE",29,181.855505174643,174.679152089489,189.543477429498
"da Vinci","BE",30,181.699533110578,174.584461924396,189.326429297112
"da Vinci","BE",31,181.543694810925,174.489403679231,189.109172426531
"da Vinci","BE",32,181.387990160316,174.401207432061,188.876793991687
"da Vinci","BE",33,181.232419043459,174.314519046255,188.60589539092
"da Vinci","BE",34,181.076981345135,174.22817477782,188.386739366731
"da Vinci","BE",35,180.921676950204,174.141984499691,188.116799489057
"da Vinci","BE",36,180.766505743598,174.065015026312,187.881064829999
"da Vinci","BE",37,180.61146761033,173.995588210046,187.707498994085
"da Vinci","BE",38,180.456562435489,173.898055808295,187.478802507276
"da Vinci","BE",39,180.301790104242,173.812081423433,187.229960779708
"da Vinci","BE",40,180.147150501834,173.731092306172,187.014371724011
"da Vinci","BE",41,179.992643513595,173.649313713368,186.798986201731
"da Vinci","BE",42,179.83826902493,173.558667894706,186.582847346954
"da Vinci","BE",43,179.684026921333,173.454870670844,186.366076577819
"da Vinci","BE",44,179.529917088377,173.353112162747,186.112049793387
"da Vinci","BE",45,179.375939411723,173.246607675005,185.930058705844
"da Vinci","BE",46,179.222093777117,173.177062204043,185.724832662352
"da Vinci","BE",47,179.068380070396,173.070989750634,185.541767360614
"da Vinci","BE",48,178.914798177483,172.991898406737,185.356062521749
"da Vinci","BE",49,178.761347984395,172.888059322395,185.142013214708
"da Vinci","BE",50,178.608029377243,172.781481095781,184.918392651078
"da Vinci","BE",51,178.454842242231,172.668056950518,184.694973212253
"da Vinci","BE",52,178.301786465662,172.572530347721,184.470717415488
"da Vinci","BE",53,178.148861933937,172.487583517971,184.223624861668
"da Vinci","BE",54,177.996068533558,172.399417976233,184.024814374764
"da Vinci","BE",55,177.843406151131,172.259176189804,183.824130407008
"da Vinci","BE",56,177.690874673367,172.190355940407,183.638524429184
"da Vinci","BE",57,177.538473987083,172.053022603033,183.454295925966
"da Vinci","BE",58,177.386203979207,171.952651375574,183.266279052094
"da Vinci","BE",59,177.234064536777,171.859758278852,183.041968099933
"da Vinci","BE",60,177.082055546946,171.759593697871,182.847036699096
"da Vinci","BE",61,176.930176896982,171.654528138875,182.652170900747
"da Vinci","BE",62,176.778428474271,171.55723463785,182.468711843509
"da Vinci","BE",63,176.62681016632,171.460499630129,182.280538289702
"da Vinci","BE",64,176.475321860756,171.374864045483,182.082317245507
"da Vinci","BE",65,176.323963445331,171.269448095431,181.876331929416
"da Vinci","BE",66,176.172734807924,171.171492255056,181.680559644828
"da Vinci","BE",67,176.021635836539,171.071361788828,181.467583721016
"da Vinci","BE",68,175.870666419313,170.93732400921,181.247134574982
"da Vinci","BE",69,175.719826444511,170.814598505683,181.039071277752
"da Vinci","BE",70,175.569115800533,170.705036135744,180.836193561701
"da Vinci","BE",71,175.418534375912,170.59594805306,180.621749510505
"da Vinci","BE",72,175.268082059317,170.484484132456,180.435008794081
"da Vinci","BE",73,175.117758739555,170.353838977356,180.236733459552
"da Vinci","BE",74,174.96756430557,170.269488262381,180.039667882305
"da Vinci","BE",75,174.817498646444,170.164036176327,179.851632920857
"da Vinci","BE",76,174.667561651402,170.059855790469,179.681557171222
"da Vinci","BE",77,174.517753209807,169.950705177156,179.501713730509
"da Vinci","BE",78,174.368073211163,169.82775602341,179.299220222914
"da Vinci","BE",79,174.218521545117,169.732029347058,179.119829863804
"da Vinci","BE",80,174.069098101458,169.605408505763,178.94137216089
"da Vinci","BE",81,173.919802770115,169.460730156118,178.761793238188
"da Vinci","BE",82,173.770635441159,169.341429790986,178.611319547915
"da Vinci","BE",83,173.621596004804,169.207605894824,178.405236801078
"da Vinci","BE",84,173.472684351405,169.099551755967,178.226679444201
"da Vinci","BE",85,173.323900371455,169.040180206026,178.049948292357
"da Vinci","BE",86,173.175243955588,168.907354443475,177.883583126777
"da Vinci","BE",87,173.026714994578,168.779339541393,177.72119969236
"da Vinci","BE",88,172.878313379335,168.595009535782,177.56965516289
"da Vinci","BE",89,172.730039000906,168.411657026469,177.412280745355
"da Vinci","BE",90,172.581891750472,168.289561049293,177.260586703486
"da Vinci","BE",91,172.433871519349,168.19750469635,177.107975452578
"da Vinci","BE",92,172.285978198983,168.088253695185,176.951212145676
"da Vinci","BE",93,172.138211680953,167.983030635247,176.750353907802
"da Vinci","BE",94,171.990571856962,167.889184636107,176.616547768156
"da Vinci","BE",95,171.843058618843,167.792580408444,176.458508294472
"da Vinci","BE",96,171.69567185855,167.693183141522,176.266031999869
"da Vinci","BE",97,171.54841146816,167.593817853835,176.088040759618
"da Vinci","BE",98,171.401277339869,167.448598482097,175.967191498473
"da Vinci","BE",99,171.25426936599,167.30230782245,175.842255268997
"da Vinci","BE",100,171.107387438951,167.162644939414,175.646851881953
"da Vinci","BE",101,170.960631451291,167.051963918882,175.509201701071
"da Vinci","BE",102,170.814001295661,166.933398360342,175.384348895985
"da Vinci","BE",103,170.667496864817,166.732311472156,175.222580238767
"da Vinci","BE",104,170.52111805162,166.578923079257,175.067299990581
"da Vinci","BE",105,170.374864749032,166.465463071822,174.906107300427
"da Vinci","BE",106,170.228736850116,166.325816052806,174.735684569168
"da Vinci","BE",107,170.082734248032,166.153814465202,174.559684588628
"da Vinci","BE",108,169.936856836033,165.986337385109,174.395789771974
"da Vinci","BE",109,169.791104507465,165.871321348574,174.280398497548
"da Vinci","BE",110,169.645477155764,165.732827442463,174.154136630093
"da Vinci","BE",111,169.499974674453,165.554330121322,174.008541478663
"da Vinci","BE",112,169.35459695714,165.389962122289,173.890843758074
"da Vinci","BE",113,169.209343897517,165.23680498281,173.773250152015
"da Vinci","BE",114,169.064215389355,165.075829020121,173.655631079025
"da Vinci","BE",115,168.919211326508,164.934180596326,173.537435908685
"da Vinci","BE",116,168.774331602904,164.763652958086,173.414253933203
"da Vinci","BE",117,168.629576112547,164.604642307109,173.285495088999
"da Vinci","BE",118,168.484944749518,164.471188672483,173.145667662156
"da Vinci","BE",119,168.340437407968,164.327717965377,173.003409646467
"da Vinci","BE",120,168.196053982122,164.167325621261,172.918395671128
"da Vinci","BE",121,168.051794366273,163.990434810385,172.761938594807
"da Vinci","BE",122,167.907658454786,163.82846900092,172.603003613296
"da Vinci","BE",123,167.763646142093,163.664463129358,172.461279774363
"da Vinci","BE",124,167.619757322696,163.493187056236,172.372746601967
"da Vinci","BE",125,167.475991891162,163.31156250568,172.26001817897
"da Vinci","BE",126,167.332349742129,163.14313469843,172.145580723708
"da Vinci","BE",127,167.188830770298,162.986297551461,172.023013251337
"da Vinci","BE",128,167.04543487044,162.803390246134,171.874346702189
"da Vinci","BE",129,166.902161937393,162.641049505114,171.761442476181
"da Vinci","BE",130,166.759011866061,162.474297189126,171.625305473857
"da Vinci","BE",131,166.615984551416,162.303697049878,171.4638213181
"da Vinci","BE",132,166.4730798885,162.125989289495,171.369207800297
"da Vinci","BE",133,166.330297772422,161.939812185261,171.235469585912
"da Vinci","BE",134,166.187638098361,161.753833989917,171.121436760127
"da Vinci","BE",135,166.045100761568,161.570153413984,171.008221303202
"da Vinci","BE",136,165.902685657364,161.388151528915,170.914019285951
"da Vinci","BE",137,165.760392681142,161.205911750103,170.801038642753
"da Vinci","BE",138,165.618221728371,161.031204083747,170.730150342293
"da Vinci","BE",139,165.476172694592,160.854698805797,170.624722726742
"da Vinci","BE",140,165.334245475424,160.671059297949,170.493706500798
"da Vinci","BE",141,165.192439966563,160.48296113383,170.401450172216
"da Vinci","BE",142,165.050756063785,160.30477743062,170.303824695102
"da Vinci","BE",143,164.909193662943,160.117392052922,170.184116352234
"da Vinci","BE",144,164.767752659976,159.921000703117,170.081413163443
"da Vinci","BE",145,164.626432950902,159.73681109136,169.986110277521
"da Vinci","BE",146,164.485234431828,159.552463148987,169.887364388211
"da Vinci","BE",147,164.344156998942,159.382117604767,169.787814991872
"da Vinci","BE",148,164.203200548524,159.215129283334,169.688262009146
"da Vinci","BE",149,164.062364976942,159.034925301128,169.56253978134
"da Vinci","BE",150,163.921650180652,158.855137061176,169.440425788333
"da Vinci","BE",151,163.781056056205,158.675509159812,169.324072739706
"da Vinci","BE",152,163.640582500242,158.488424820691,169.218169901313
"da Vinci","BE",153,163.500229409502,158.31198779913,169.141909494513
"da Vinci","BE",154,163.359996680815,158.12695363348,169.067603092744
"da Vinci","BE",155,163.219884211113,157.961424399087,168.99331525268
"da Vinci","BE",156,163.079891897421,157.779510296654,168.87065189322
"da Vinci","BE",157,162.940019636866,157.604618648972,168.791994470359
"da Vinci","BE",158,162.800267326673,157.428836301285,168.743615209592
"da Vinci","BE",159,162.660634864167,157.243586895294,168.68351576135
"da Vinci","BE",160,162.521122146776,157.042812768395,168.56591469073
"da Vinci","BE",161,162.381729072028,156.872021120297,168.46207883543
"da Vinci","BE",162,162.242455537555,156.693709775832,168.387056160792
"da Vinci","BE",163,162.10330144109,156.508204561174,168.312022620481
"da Vinci","BE",164,161.964266680469,156.332892583546,168.236940840498
"da Vinci","BE",165,161.825351153633,156.142617186144,168.139244521218
"da Vinci","BE",166,161.686554758625,155.951691040574,168.033013232692
"da Vinci","BE",167,161.54787739359,155.755134760586,167.964015272667
"da Vinci","BE",168,161.409318956779,155.559324984072,167.879524135982
"da Vinci","BE",169,161.270879346543,155.357570285305,167.797968977597
"da Vinci","BE",170,161.132558461336,155.169588878045,167.734916467424
"da Vinci","BE",171,160.994356199717,154.977874003341,167.644044334424
"da Vinci","BE",172,160.856272460341,154.780283658363,167.553209574059
"da Vinci","BE",173,160.71830714197,154.604077660379,167.461126358378
"da Vinci","BE",174,160.58046014346,154.399101692348,167.36635037625
"da Vinci","BE",175,160.442731363771,154.219552676945,167.277588605579
"da Vinci","BE",176,160.305120701959,154.039325940205,167.186688573718
"da Vinci","BE",177,160.167628057176,153.843960629654,167.09582905783
"da Vinci","BE",178,160.030253328673,153.648875839064,167.004699189624
"da Vinci","BE",179,159.892996415793,153.436446468421,166.91465685306
"da Vinci","BE",180,159.755857217974,153.231941123429,166.821969989841
"da Vinci","BE",181,159.618835634746,153.038705615736,166.720196100442
"da Vinci","BE",182,159.48193156573,152.846931455073,166.599364839606
"da Vinci","BE",183,159.345144910633,152.677605708303,166.47829060393
"da Vinci","BE",184,159.208475569254,152.484170866809,166.376979328447
"da Vinci","BE",185,159.071923441475,152.291005016067,166.253308947508
"da Vinci","BE",186,158.935488427263,152.097036422681,166.123657913817
"da Vinci","BE",187,158.799170426667,151.889077826185,166.015426340302
"da Vinci","BE",188,158.662969339816,151.698983567416,165.931466932042
"da Vinci","BE",189,158.52688506692,151.521342436354,165.847526589156
"da Vinci","BE",190,158.390917508262,151.343456570658,165.763609632639
"da Vinci","BE",191,158.255066564202,151.164696025848,165.662255381088
"da Vinci","BE",192,158.119332135173,150.969701542293,165.597422276906
"da Vinci","BE",193,157.983714121677,150.774972315759,165.514042938101
"da Vinci","BE",194,157.848212424285,150.580506402351,165.421165112799
"da Vinci","BE",195,157.712826943636,150.386301897574,165.315147527503
"da Vinci","BE",196,157.57755758043,150.192356950665,165.230206337357
"da Vinci","BE",197,157.442404235431,149.99866977913,165.140208945568
"da Vinci","BE",198,157.307366809463,149.805238683399,165.070628607198
"da Vinci","BE",199,157.172445203407,149.613920584746,164.978912542025
"da Vinci","BE",200,157.037639318197,149.425149010637,164.887192286924
"da Vinci","BE",201,156.902949054824,149.245317080405,164.802007155386
"da Vinci","BE",202,156.768374314326,149.065719320196,164.72005738229
"da Vinci","BE",203,156.633914997789,148.88655045862,164.63785200761
"da Vinci","BE",204,156.499571006348,148.707607756857,164.549031470888
"da Vinci","BE",205,156.365342241177,148.528880258862,164.445730040691
